order_id,order_date,status,item_id,sku,qty_ordered,value,discount_amount,total,category,payment_method,bi_st,cust_id,year,month,ref_num,Name Prefix,First Name,Middle Initial,Last Name,Gender,age,full_name,E Mail,Customer Since,SSN,Phone No. ,Place Name,County,City,State,Zip,Region,User Name,Discount_Percent,price
100377995,2020-12-13,canceled,611504.0,MEFAYB59FAB695BD4A4-L,1.0,0.0,0.0,0.0,Men's Fashion,Easypay,Gross,66119.0,2020,Dec-2020,141210,Mrs.,Juan,O,Esposito,F,39.0,"Esposito, Juan",juan.esposito@exxonmobil.com,7/23/2017,052-02-1655,302-731-1963,Wilmington,New Castle,Wilmington,DE,19894,South,joesposito,7.153075822603719,69.9
100509505,2021-05-05,complete,819053.0,DET5A816ECB84C30,2.0,75.8,0.0,75.8,Superstore,cod,Net,70602.0,2021,May-2021,137968,Mr.,Charlie,D,Strauser,M,61.0,"Strauser, Charlie",charlie.strauser@bp.com,1/5/2002,610-87-6651,209-901-9012,Robbins,Sutter,Robbins,CA,95676,West,cdstrauser,0.0,75.8
100560284,2021-09-19,canceled,901649.0,APPGRE5B67F5009DFA5,2.0,5894.7,0.0,5894.7,Appliances,bankalfalah,Gross,114862.0,2021,Sep-2021,321988,Hon.,Renea,P,Conforti,F,48.0,"Conforti, Renea",renea.conforti@bp.com,8/5/1989,006-11-7841,207-726-2932,Bowdoinham,Sagadahoc,Bowdoinham,ME,4008,Northeast,rpconforti,0.0,5894.7
100535609,2021-06-29,canceled,859553.0,JAZ5A5F32D397D60,4.0,133.8,46.31099999999999,87.48900000000002,Superstore,Easypay_MA,Gross,25968.0,2021,Jun-2021,486167,Ms.,Dong,T,Hershberger,F,41.0,"Hershberger, Dong",dong.hershberger@aol.com,9/28/2013,580-41-0793,405-915-9128,Wright City,McCurtain,Wright City,OK,74766,South,dthershberger,34.61210762331838,44.6
100438537,2021-01-20,order_refunded,718536.0,BAGPRI5A327299C4F97,3.0,0.0,0.0,0.0,Beauty & Grooming,cod,Valid,10052.0,2021,Jan-2021,844364,Ms.,Jamila,Y,Nalls,F,60.0,"Nalls, Jamila",jamila.nalls@yahoo.com,2/26/1990,118-98-6226,215-316-9981,Harleigh,Luzerne,Harleigh,PA,18225,Northeast,jynalls,0.0,0.0
100486881,2021-04-25,canceled,793848.0,MEFZEW5AA236D1348D6-M,2.0,99.9,0.0,99.9,Men's Fashion,Easypay,Gross,97480.0,2021,Apr-2021,647645,Hon.,Basil,C,Sattler,M,29.0,"Sattler, Basil",basil.sattler@hotmail.com,3/9/1989,552-99-3933,702-525-9660,Sparks,Washoe,Sparks,NV,89432,West,bcsattler,0.0,99.9
100459482,2021-03-24,canceled,754535.0,ENTNOB5A14947A21475,2.0,1583.3,174.16300000000004,1409.137,Entertainment,easypay_voucher,Gross,89748.0,2021,Mar-2021,712732,Mr.,Wilton,C,Groat,M,46.0,"Groat, Wilton",wilton.groat@aol.com,6/12/2014,242-99-6340,217-713-2713,Easton,Mason,Easton,IL,62633,Midwest,wcgroat,11.000000000000002,1583.3
100516198,2021-05-28,order_refunded,831117.0,APPSAM5A617F1E6E040,2.0,8937.5,0.0,8937.5,Appliances,bankalfalah,Valid,105717.0,2021,May-2021,261887,Mrs.,Karyl,U,Edgar,F,34.0,"Edgar, Karyl",karyl.edgar@hotmail.com,4/26/1991,618-87-0595,303-354-6396,Moffat,Saguache,Moffat,CO,81143,West,kuedgar,0.0,8937.5
100519703,2021-06-06,canceled,836376.0,MATINF5AE312CA33899,2.0,1385.4,147.436,1237.9640000000002,Mobiles & Tablets,jazzvoucher,Gross,89942.0,2021,Jun-2021,326571,Dr.,Dylan,F,Colwell,M,23.0,"Colwell, Dylan",dylan.colwell@aol.com,11/15/2010,246-99-5507,423-731-1626,Lebanon,Wilson,Lebanon,TN,37090,South,dfcolwell,10.642125018045329,1385.4
100414434,2020-12-27,complete,675950.0,MATSAM59DB75A984259,2.0,1369.8,226.98,1142.82,Mobiles & Tablets,easypay_voucher,Net,77128.0,2020,Dec-2020,279352,Drs.,Love,G,Maxim,F,28.0,"Maxim, Love",love.maxim@gmail.com,6/21/1995,248-99-7997,215-917-6925,Wellsboro,Tioga,Wellsboro,PA,16901,Northeast,lgmaxim,16.57030223390276,1369.8
100486567,2021-04-25,complete,793377.0,APPPAN59E7AEA853E58,1.0,0.0,0.0,0.0,Appliances,easypay_voucher,Net,49127.0,2021,Apr-2021,996322,Ms.,Grace,T,Fitzsimmons,F,24.0,"Fitzsimmons, Grace",grace.fitzsimmons@charter.net,10/26/2002,757-12-8398,270-268-4577,Danville,Boyle,Danville,KY,40423,South,gtfitzsimmons,6.432432432432432,185.0
100359486,2020-10-25,complete,583134.0,COMGEN59AD330C2F54D,2.0,130.9,20.0,110.9,Computing,cod,Net,55654.0,2020,Oct-2020,804183,Mr.,Jarred,W,Stone,M,33.0,"Stone, Jarred",jarred.stone@gmail.com,9/30/2014,126-98-1241,209-442-1351,Sacramento,Sacramento,Sacramento,CA,95824,West,jwstone,15.278838808250573,130.9
100559437,2021-09-16,received,900294.0,WOFGUL5A8C70F280A11,5.0,944.0,395.52,548.48,Women's Fashion,Payaxis,Valid,84787.0,2021,Sep-2021,207475,Mr.,Albert,L,Burrier,M,33.0,"Burrier, Albert",albert.burrier@aol.com,12/5/1994,441-29-1250,262-677-3826,Waunakee,Dane,Waunakee,WI,53597,Midwest,alburrier,41.898305084745765,236.0
100430291,2020-12-31,canceled,703174.0,HALFIL59ADBEA35DC2F,2.0,5074.9,0.0,5074.9,Home & Living,Easypay,Gross,61584.0,2020,Dec-2020,643646,Drs.,Kitty,V,Ontiveros,F,75.0,"Ontiveros, Kitty",kitty.ontiveros@hotmail.com,2/21/2004,136-25-7672,319-879-1494,Pacific Junction,Mills,Pacific Junction,IA,51561,Midwest,kvontiveros,0.0,5074.9
100545138,2021-07-27,canceled,876271.0,SOGALM5A8BD55C356EA,2.0,36.0,0.0,36.0,Soghaat,bankalfalah,Gross,109988.0,2021,Jul-2021,940801,Ms.,Trudi,C,Oatman,F,75.0,"Oatman, Trudi",trudi.oatman@aol.com,4/8/2013,275-17-8188,225-525-5024,Swartz,Ouachita,Swartz,LA,71281,South,tcoatman,0.0,36.0
100521010,2021-06-07,canceled,838119.0,APPWES59D49222EA151,11.0,2105.0,0.0,2105.0,Appliances,bankalfalah,Gross,86925.0,2021,Jun-2021,192510,Dr.,Jermaine,P,Arena,M,33.0,"Arena, Jermaine",jermaine.arena@aol.com,9/20/1993,190-86-2934,803-441-8470,Hamer,Dillon,Hamer,SC,29547,South,jparena,0.0,210.5
100417077,2020-12-27,canceled,680098.0,MEFTHE59F6D7950DB21-43,2.0,39.9,5.985,33.915,Men's Fashion,Easypay,Gross,41689.0,2020,Dec-2020,355935,Ms.,Yuriko,S,Kratochvil,F,29.0,"Kratochvil, Yuriko",yuriko.kratochvil@gmail.com,5/19/1995,027-92-1195,210-941-4328,Brownsville,Cameron,Brownsville,TX,78526,South,yskratochvil,15.000000000000002,39.9
100434219,2021-01-09,complete,710547.0,APPHAI5A27C9AE89444,2.0,3424.9,0.0,3424.9,Appliances,customercredit,Net,80348.0,2021,Jan-2021,223151,Ms.,Laurie,Z,Campo,F,32.0,"Campo, Laurie",laurie.campo@yahoo.com,9/7/1997,036-74-5097,405-702-3595,Lawton,Comanche,Lawton,OK,73505,South,lzcampo,0.0,3424.9
100465045,2021-03-30,complete,763079.0,TOP5A6FF819A2423,2.0,45.0,0.0,45.0,Superstore,cod,Net,91310.0,2021,Mar-2021,377037,Mr.,Isaac,W,Raker,M,50.0,"Raker, Isaac",isaac.raker@gmail.com,11/16/2005,453-99-4148,201-818-9924,Hamburg,Sussex,Hamburg,NJ,7419,Northeast,iwraker,0.0,45.0
100537464,2021-07-04,received,863404.0,SOGAMB5A09BA25AF0A9,51.0,325.0,0.0,325.0,Soghaat,Payaxis,Valid,63074.0,2021,Jul-2021,676576,Prof.,Andrew,W,Lindenberg,M,50.0,"Lindenberg, Andrew",andrew.lindenberg@gmail.com,11/22/2016,527-99-1971,480-826-8927,Bouse,La Paz,Bouse,AZ,85325,West,awlindenberg,0.0,6.5
100496339,2021-04-29,canceled,804693.0,OTHPCB5AB351E9BAC88,3.0,400.0,0.0,400.0,Others,Easypay,Gross,99705.0,2021,Apr-2021,566976,Mrs.,Reiko,V,Waltz,F,51.0,"Waltz, Reiko",reiko.waltz@hotmail.com,12/19/2005,335-11-1369,219-742-7490,Tyner,Marshall,Tyner,IN,46572,Midwest,rvwaltz,0.0,200.0
100557696,2021-09-15,canceled,897483.0,MEFNAR59F7253F6E875,2.0,79.8,0.0,79.8,Men's Fashion,bankalfalah,Gross,114473.0,2021,Sep-2021,457260,Mr.,Robby,L,Huston,M,23.0,"Huston, Robby",robby.huston@gmail.com,8/3/2011,389-33-0635,212-406-2625,Bronx,Bronx,Bronx,NY,10464,Northeast,rlhuston,0.0,79.8
100442041,2021-02-03,received,724606.0,MATXIA59B9273E8362E,2.0,24.8,0.0,24.8,Mobiles & Tablets,cod,Valid,84473.0,2021,Feb-2021,909973,Mr.,Hilario,U,Gauna,M,33.0,"Gauna, Hilario",hilario.gauna@apple.com,5/15/2017,020-94-7988,219-818-4688,Howe,LaGrange,Howe,IN,46746,Midwest,hugauna,0.0,24.8
100383830,2020-12-20,complete,622435.0,MATHUA5A0C4EE95FECB,2.0,2109.3,280.00000000000006,1829.3,Mobiles & Tablets,easypay_voucher,Net,67815.0,2020,Dec-2020,946964,Mr.,Herbert,V,Nickel,M,47.0,"Nickel, Herbert",herbert.nickel@earthlink.net,4/8/2011,307-37-0345,319-699-8159,Mechanicsville,Cedar,Mechanicsville,IA,52306,Midwest,hvnickel,13.274546057933913,2109.3
100443416,2021-02-07,canceled,726795.0,HASONC59BA3E209AFCD,11.0,450.0,0.0,450.0,Health & Sports,Payaxis,Gross,4437.0,2021,Feb-2021,871126,Ms.,Stephani,O,Huges,F,69.0,"Huges, Stephani",stephani.huges@ntlworld.com,2/5/2012,046-15-6179,479-455-3242,Lead Hill,Boone,Lead Hill,AR,72644,South,sohuges,0.0,45.0
100383793,2020-12-20,complete,622358.0,MATNAD59E0AC0524E72,3.0,33.0,3.3,29.7,Mobiles & Tablets,Easypay_MA,Net,66445.0,2020,Dec-2020,734827,Ms.,Betsy,R,Dyck,F,51.0,"Dyck, Betsy",betsy.dyck@yahoo.ca,7/17/2017,346-08-6893,203-587-0166,Suffield,Hartford,Suffield,CT,6078,Northeast,brdyck,10.0,16.5
100489836,2021-04-28,canceled,798321.0,OTHPCB5AB351ED2E8AD,2.0,50.0,0.0,50.0,Others,jazzwallet,Gross,95263.0,2021,Apr-2021,288405,Hon.,Dustin,Q,Echols,M,18.0,"Echols, Dustin",dustin.echols@yahoo.co.in,12/18/2008,332-11-0522,308-644-5187,Randolph,Cedar,Randolph,NE,68771,Midwest,dqechols,0.0,50.0
100409694,2020-12-26,complete,668965.0,APPRUS59FADA121EA4B,2.0,299.9,0.0,299.9,Appliances,cod,Net,75857.0,2020,Dec-2020,523710,Dr.,Darin,R,Morrison,M,21.0,"Morrison, Darin",darin.morrison@gmail.com,2/9/2017,203-84-1205,314-892-8483,Rockville,Bates,Rockville,MO,64780,Midwest,drmorrison,0.0,299.9
100465442,2021-03-31,complete,763757.0,WOFVST5A93B34864DFD,4.0,299.70000000000005,89.91000000000003,209.79,Women's Fashion,Payaxis,Net,91450.0,2021,Mar-2021,672191,Mr.,Louie,S,Ibarra,M,53.0,"Ibarra, Louie",louie.ibarra@sbcglobal.net,2/2/2017,266-99-2575,605-864-9464,Sioux Falls,Sioux Falls,Sioux Falls,SD,57190,Midwest,lsibarra,30.0,99.9
100538039,2021-07-04,received,864530.0,MATSAM5A8E9F7D86948,11.0,199.0,0.0,199.0,Mobiles & Tablets,Easypay,Valid,81389.0,2021,Jul-2021,148502,Mrs.,Isadora,A,Swim,F,53.0,"Swim, Isadora",isadora.swim@gmail.com,3/9/2015,266-99-4247,319-491-2424,Knoxville,Marion,Knoxville,IA,50198,Midwest,iaswim,0.0,19.9
100441127,2021-01-31,complete,723177.0,APPHAI5A015E5320BB0,2.0,777.0,100.0,677.0,Appliances,Easypay,Net,18384.0,2021,Jan-2021,417114,Drs.,Nadene,W,Mechling,F,33.0,"Mechling, Nadene",nadene.mechling@gmail.com,3/25/2007,233-57-4013,239-406-2352,Punta Gorda,Charlotte,Punta Gorda,FL,33951,South,nwmechling,12.87001287001287,777.0
100397106,2020-12-22,received,646207.0,MEFACE59CCA8CE8838A-L,2.0,79.8,0.0,79.8,Men's Fashion,cod,Valid,71835.0,2020,Dec-2020,489449,Mr.,Cornell,R,Godoy,M,24.0,"Godoy, Cornell",cornell.godoy@hotmail.com,7/12/2014,402-73-4938,212-978-8979,Norwich,Chenango,Norwich,NY,13815,Northeast,crgodoy,0.0,79.8
100365366,2020-11-12,complete,592385.0,COMSEA59D7279A08B6A,4.0,2039.7,761.91,1277.79,Computing,Payaxis,Net,62821.0,2020,Nov-2020,573675,Dr.,Juan,V,Leary,M,21.0,"Leary, Juan",juan.leary@gmail.com,1/22/2016,179-86-7591,212-438-0740,Keene Valley,Essex,Keene Valley,NY,12943,Northeast,jvleary,37.354022650389766,679.9
100411082,2020-12-26,complete,671312.0,APPGAB59FDA0F5CD42D,3.0,897.8,235.27000000000004,662.53,Appliances,Easypay,Net,47749.0,2020,Dec-2020,330567,Drs.,Jeannetta,H,Neeley,F,27.0,"Neeley, Jeannetta",jeannetta.neeley@gmail.com,6/10/2014,165-86-0048,802-555-0777,West Topsham,Orange,West Topsham,VT,5086,Northeast,jhneeley,26.20516818890622,448.9
100425031,2020-12-29,complete,694159.0,MATSAM59DB75ADB2F80,2.0,1369.8,210.99,1158.81,Mobiles & Tablets,easypay_voucher,Net,80282.0,2020,Dec-2020,744807,Mr.,Lyle,L,Heer,M,73.0,"Heer, Lyle",lyle.heer@exxonmobil.com,9/14/2004,369-39-5329,210-231-7044,Bellevue,Clay,Bellevue,TX,76228,South,llheer,15.402978537012704,1369.8
100406990,2020-12-25,canceled,663860.0,MEFTHE59F6D7950DB21-42,2.0,39.9,0.0,39.9,Men's Fashion,Easypay_MA,Gross,67656.0,2020,Dec-2020,291274,Mr.,Weldon,Q,Haga,M,57.0,"Haga, Weldon",weldon.haga@gmail.com,6/10/2001,713-18-4604,239-815-2549,Silver Springs,Marion,Silver Springs,FL,34488,South,wqhaga,0.0,39.9
100479395,2021-04-17,canceled,783767.0,OTHPCB5A7D8A0F23862,6.0,2000.0,0.0,2000.0,Others,cod,Gross,95150.0,2021,Apr-2021,187299,Drs.,Vita,C,Ring,F,52.0,"Ring, Vita",vita.ring@yahoo.com,11/14/2015,006-11-8012,212-756-6856,Buffalo,Erie,Buffalo,NY,14260,Northeast,vcring,0.0,400.0
100410794,2020-12-26,complete,670795.0,COMSEA5A09949E2F97C,3.0,1105.0,306.35,798.65,Computing,Easypay,Net,53782.0,2020,Dec-2020,892242,Mrs.,Patrica,Y,Ruhland,F,29.0,"Ruhland, Patrica",patrica.ruhland@gmail.com,2/26/1999,145-23-1105,215-891-2235,Harrisburg,Dauphin,Harrisburg,PA,17127,Northeast,pyruhland,27.723981900452493,552.5
100423824,2020-12-28,canceled,692553.0,APPBIN59F97224AEF72,3.0,269.6,80.44000000000001,189.16000000000005,Appliances,Easypay,Gross,25015.0,2020,Dec-2020,505922,Mr.,Glen,O,Emmer,M,31.0,"Emmer, Glen",glen.emmer@yahoo.com,1/7/1992,329-11-5197,209-828-4606,Pismo Beach,San Luis Obispo,Pismo Beach,CA,93449,West,goemmer,29.83679525222552,134.8
100497330,2021-04-29,order_refunded,805720.0,MATPKB5A8D34C4011F0,2.0,149.9,0.0,149.9,Mobiles & Tablets,cod,Valid,100028.0,2021,Apr-2021,204869,Ms.,Ali,M,Baughman,F,61.0,"Baughman, Ali",ali.baughman@gmail.com,11/2/2007,061-02-4852,236-247-5847,Vansant,Buchanan,Vansant,VA,24656,South,ambaughman,0.0,149.9
100468599,2021-04-02,complete,767738.0,OTHPCB5A7D84797167F,3.0,800.0,0.0,800.0,Others,Payaxis,Net,92099.0,2021,Apr-2021,133115,Mr.,Andrew,P,Brisco,M,36.0,"Brisco, Andrew",andrew.brisco@gmail.com,1/19/2016,427-99-9060,479-775-1059,Dyer,Crawford,Dyer,AR,72935,South,apbrisco,0.0,400.0
100383222,2020-12-20,canceled,621297.0,ENTORI5A0BEAC5CAB2E,2.0,3093.0,320.0,2773.0,Entertainment,easypay_voucher,Gross,67767.0,2020,Dec-2020,404888,Ms.,Olene,A,Goodnight,F,36.0,"Goodnight, Olene",olene.goodnight@hotmail.com,8/1/2008,403-73-5629,503-610-1974,Wilbur,Douglas,Wilbur,OR,97494,West,oagoodnight,10.345942450695118,3093.0
100401613,2020-12-23,complete,654404.0,MATHUA59B7EAABAA0AE,1.0,0.0,0.0,0.0,Mobiles & Tablets,Easypay,Net,71179.0,2020,Dec-2020,632983,Mrs.,Vilma,Q,Blaze,F,40.0,"Blaze, Vilma",vilma.blaze@hotmail.com,12/15/2015,498-29-3417,229-788-4493,Atlanta,Fulton,Atlanta,GA,30375,South,vqblaze,7.028888732691361,2845.4
100371329,2020-11-22,canceled,600729.0,APPGEE59AD7ED3E5725,2.0,399.9,0.0,399.9,Appliances,cod,Gross,64591.0,2020,Nov-2020,665523,Mr.,Edward,D,Dietz,M,74.0,"Dietz, Edward",edward.dietz@gmail.com,12/7/1993,012-94-7908,212-638-2395,New York City,New York,New York City,NY,10090,Northeast,eddietz,0.0,399.9
100443106,2021-02-06,complete,726231.0,APPORI5A00406DF0B76,1.0,0.0,0.0,0.0,Appliances,easypay_voucher,Net,71249.0,2021,Feb-2021,364395,Mr.,Delmar,K,Bolles,M,35.0,"Bolles, Delmar",delmar.bolles@gmail.com,6/17/2016,242-99-7810,212-552-2586,East Meredith,Delaware,East Meredith,NY,13757,Northeast,dkbolles,7.836683515536224,2552.1
100547028,2021-08-03,canceled,879413.0,APPGIF5ABE34EF16650,2.0,679.3,0.0,679.3,Appliances,bankalfalah,Gross,112033.0,2021,Aug-2021,717761,Hon.,Amy,C,Stephan,F,63.0,"Stephan, Amy",amy.stephan@ntlworld.com,6/21/1999,581-99-4478,209-921-5890,Orosi,Tulare,Orosi,CA,93647,West,acstephan,0.0,679.3
100556590,2021-09-12,order_refunded,895432.0,OTHOTH5B695B0B2B6C3-42,6.0,1.0,0.0,1.0,Others,cod,Valid,83164.0,2021,Sep-2021,762417,Mr.,Angelo,R,Bronstein,M,47.0,"Bronstein, Angelo",angelo.bronstein@msn.com,6/17/2013,360-08-7646,212-976-1225,Albany,Albany,Albany,NY,12222,Northeast,arbronstein,0.0,0.2
100474343,2021-04-11,order_refunded,776782.0,HASQAR5A5369727F0E1,4.0,18.6,0.0,18.6,Health & Sports,cod,Valid,85775.0,2021,Apr-2021,647006,Mr.,Joel,U,Gonzalez,M,50.0,"Gonzalez, Joel",joel.gonzalez@yahoo.com,11/30/2005,668-48-2887,217-861-7640,Dekalb,DeKalb,Dekalb,IL,60115,Midwest,jugonzalez,0.0,6.2
100550605,2021-08-16,order_refunded,885179.0,WOFCOM5A81413D2DBFA,2.0,39.2,0.0,39.2,Women's Fashion,cod,Valid,107846.0,2021,Aug-2021,228068,Hon.,Astrid,D,Hertz,F,53.0,"Hertz, Astrid",astrid.hertz@charter.net,11/5/2015,767-02-4696,215-681-7513,Paoli,Chester,Paoli,PA,19301,Northeast,adhertz,0.0,39.2
100404294,2020-12-24,complete,659083.0,MEFSIK59F1D72D6371A,2.0,42.0,0.0,42.0,Men's Fashion,Easypay_MA,Net,46392.0,2020,Dec-2020,631053,Dr.,Augustus,A,Simon,M,73.0,"Simon, Augustus",augustus.simon@sbcglobal.net,8/24/2015,158-23-1445,217-853-9711,Findlay,Findlay,Findlay,IL,62574,Midwest,aasimon,0.0,42.0
100462448,2021-03-27,canceled,758750.0,HALSIT5A83CFCD9C8B9,2.0,64.5,0.0,64.5,Home & Living,cod,Gross,90507.0,2021,Mar-2021,401694,Ms.,Sade,M,Mellor,F,36.0,"Mellor, Sade",sade.mellor@gmail.com,2/15/1998,720-18-9914,225-317-4305,Lafayette,Lafayette,Lafayette,LA,70505,South,smmellor,0.0,64.5
100554060,2021-08-31,order_refunded,890928.0,WOFNET5B4EE95A1A573,2.0,139.9,0.0,139.9,Women's Fashion,cod,Valid,113689.0,2021,Aug-2021,263052,Mr.,Joey,X,Mohamed,M,28.0,"Mohamed, Joey",joey.mohamed@msn.com,2/17/2014,293-15-7094,212-731-0410,Ouaquaga,Broome,Ouaquaga,NY,13826,Northeast,jxmohamed,0.0,139.9
100450967,2021-03-13,order_refunded,740369.0,COMLEN5A0416FA3DA2C,2.0,528.5,0.0,528.5,Computing,cod,Valid,70430.0,2021,Mar-2021,398347,Mrs.,Laurena,B,Senn,F,28.0,"Senn, Laurena",laurena.senn@aol.com,1/17/1997,694-16-3395,314-323-5908,Saint Joseph,Buchanan,Saint Joseph,MO,64503,Midwest,lbsenn,0.0,528.5
100473640,2021-04-09,received,775626.0,WOFSIG5A8AD02C838AC,2.0,137.5,27.25,110.25,Women's Fashion,Payaxis,Valid,21193.0,2021,Apr-2021,900497,Mr.,Jan,R,Nebel,M,31.0,"Nebel, Jan",jan.nebel@gmail.com,11/24/1998,090-02-1600,308-370-8546,Roca,Lancaster,Roca,NE,68430,Midwest,jrnebel,19.818181818181817,137.5
100446474,2021-02-21,received,732549.0,MEFKEN5A604F6F07118,2.0,0.0,0.0,0.0,Men's Fashion,cod,Valid,85630.0,2021,Feb-2021,138404,Mr.,Matt,Q,Towell,M,18.0,"Towell, Matt",matt.towell@aol.com,10/13/2011,566-99-4815,205-745-9326,Muscle Shoals,Colbert,Muscle Shoals,AL,35661,South,mqtowell,0.0,0.0
100501966,2021-04-30,canceled,810541.0,OTHPCB5ABB207815348,2.0,100.0,0.0,100.0,Others,Easypay,Gross,99341.0,2021,Apr-2021,833521,Ms.,Alica,F,Bogen,F,58.0,"Bogen, Alica",alica.bogen@aol.com,3/23/2013,526-99-3986,229-679-4099,Pulaski,Candler,Pulaski,GA,30451,South,afbogen,0.0,100.0
